16 22106 83718
-12.03635850988889
-2.915007536968242
27.1974065998944
67.80485912083181
-18.13726612788912
20.2366853857173
-12.6370257224324
-5.763427422918865
29.22548503257817
-2.965156198898722
-10.67122849742667
35.35675548805946
-4.061924037053349
-10.45513430152115
35.12880097758075
-4.886903192560025
-11.61284041490476
35.37895699740768
69.69877920730879
-21.61921000087076
22.42537051033374
59.93157563851022
-13.50338038324764
4.623861484038163
-17.42115126788137
-9.014768180897159
26.75993703590641
58.92435314606115
-15.66954848852943
0.7792894462767468
-15.68700125454799
-11.51128347173945
29.59309555385823
61.47904981852079
-18.91792217508759
4.137575704988078
61.47904981852081
-18.91792217508758
4.137575704988053
-3.425054287033829
-17.59594406621134
35.47340530236462
-16.17009619564741
-12.6525067347043
30.23888550157031
-24.46851508407747
-2.113337969220431
7.398256148412249
70.30998634785557
-29.17011260954074
17.96932997936502
-19.01354367868483
-10.98940498373323
25.15598902405882
-17.58358254915235
-13.04366192615906
27.73632796646645
69.65429329222879
-29.95603123537198
15.96412760506911
0.4306752917844334
-22.3978658688643
34.35577628261674
-16.95302403622584
-19.50122829368449
31.73134503722572
-9.833473921888944
-22.6706747343387
34.74053906182057
-7.768544615025497
-23.48435423462578
35.56002279520975
-9.910206956225721
-23.22589246498874
35.22160044310139
-67.64528775315058
-32.09321626062453
98.52985732700832
-67.00664655582833
-31.95511718509038
97.58730860988433
-67.00664655582831
-31.95511718509038
97.58730860988433
-6.490834550381383
-26.57758634935893
36.06053371007788
-30.33789323904767
-16.76007475792902
23.30181941200015
-22.62153455643179
-21.36242394280367
29.68918124833423
-29.02798107474123
-14.51901095637804
13.13148989550511
-25.51673684428592
-20.71201387077711
28.72810912896857
-36.07564050053075
0.198832529804549
-29.92565663988341
-38.25111747519597
0.03988939812507702
-29.84900038455006
-14.49443119121514
-27.30785615484258
35.49557217800409
-11.1027282027938
-29.21232498860085
37.73617304792585
-43.64311694389787
-5.900336154772102
-22.73360637688346
-0.4606103039397447
-37.07290829416327
33.72261124162508
-24.02230352520646
-28.94107100344009
27.46114466480124
-10.81445205724878
-34.3481526154492
33.39001132412818
-24.27970468706813
-29.40698383694105
26.21963499482643
-11.07872478474501
-36.75270676222295
31.66334444257915
-5.581429267856511
-38.79157570814159
32.49006512127351
-8.834800950402521
-37.73111577150717
32.21968464768576
-26.57731485624104
-30.06732662184268
20.61496489742569
16.13848417791529
134.2922982743895
-49.75945939385751
15.51392766968209
134.8847018658013
-52.70852430633457
-12.51676139434187
100.3769589448016
-35.79818039282817
-8.776500174883537
98.33422911965442
-33.86071187579812
-22.1508811394075
95.30243852792698
-31.7923895510732
-2.261379601739125
92.62282805787221
-37.80987481496865
25.17827329450947
99.60527628906851
-50.36909514627909
23.43322074684416
99.99936453948474
-51.2315261605317
50.31756509512981
62.11132779070315
-8.476810481943915
-7.835805543153859
85.87171938915472
-38.21519382379895
49.64373904608701
57.64872206225127
-12.52784832873948
-55.66193923954852
67.69877302686112
-17.15090198727989
-48.80875353891378
68.33822830938773
-21.85474169536873
49.65197162170315
33.18497323492418
13.38105821371944
9.808722245053364
81.9672087546669
-55.56449340880459
56.34708345106738
42.36561518981799
-6.65385332609635
56.42221666921894
91.91172789599182
-81.97504523955783
13.31905591854184
77.53292042518879
-62.1231289269698
-41.26675081333763
62.80408086978915
-32.6176095385285
54.57306590601807
35.7326561889975
-14.61286174412789
48.77272878668943
41.78158717644529
-24.5526499651544
48.77272878668945
41.78158717644531
-24.55264996515441
49.92326819299728
17.12361213516664
8.423227527218135
-31.37688550781256
58.15018383327672
-44.88429285017351
59.96231927694479
8.63792161043169
14.99445360189407
63.07122428840258
56.27007201932908
-70.04654729956974
54.83886863423517
26.61975594232412
-19.99173240321507
51.72163319754981
11.02415724971082
2.407215953389247
49.3050769065147
12.83073947732049
-3.231238247841021
52.0272824433636
6.977595216461135
0.7059559158862633
51.09745167834836
7.376179960464054
-1.330795448641025
51.11280523393619
7.381829432697145
-1.364328547187598
50.9218126934469
7.297009752323024
-1.104082278815943
-8.482609854407325
49.61401663042725
-69.84043947349971
57.78465931085048
-1.835448896833211
6.037082406093905
50.71550378858412
4.491035777367281
-4.606625124337725
50.32334491013117
4.510117244036373
-3.643287991902767
-7.906245116575451
49.46486896214107
-73.80228488758685
-8.660287061272328
48.370494400418
-71.22531235542847
6.851991464126405
49.53493507655323
-80.498433990048
-8.54762511533151
47.51811214071741
-72.8621776054281
-8.547625115331522
47.51811214071741
-72.86217760542807
-4.217133459383304
49.60437698376455
-79.44212678536806
58.95111152207205
-9.340886991794791
5.131312672825308
68.80052412379828
-19.55599967875096
21.9546439664766
-17.9760792331254
-6.206517709213696
23.86595232061652
-2.764041781315346
-15.32476226429005
35.95139900313931
-18.00240171591875
-9.436487496913374
25.94172400066819
69.96936523878456
-29.13336255007904
17.27617252461776
0.7780851320745213
-20.27152300822102
35.60408904268196
-8.030302677766265
-18.1832879270492
34.93480786981379
70.4172088110642
-31.86373558092922
16.19710071992497
68.33722530480301
-30.09581859606348
12.74739171384137
-15.30422878307071
-17.05864965273821
30.61997435040503
-26.42608106566389
-9.638476368311629
16.02930632594411
-67.35058264428802
-31.46990783776637
99.14452310090836
-13.72941033606365
-19.92915009665698
32.01282099393224
2.736228191600697
-27.26442317896337
35.88005293852473
-28.89727797527073
-12.63721524294848
16.86500873715433
69.3763778854313
-36.41351764457178
11.10863490567474
69.33927919663248
-36.98149069399327
10.65774542527281
68.17270431929803
-37.49510588383155
7.525497831960812
-39.23322652419423
1.668287036130302
-31.72677460267036
-23.48093965954778
-22.75382505654435
31.09522472452927
-9.581074172306256
-28.86568272339763
37.11535400141781
-18.79005682677955
-28.09509703100458
32.8750340986853
-37.98891097925343
-11.2717940733681
-17.4578852512629
-18.90285072167529
-32.53015743464743
29.14171364386449
-18.9028507216753
-32.53015743464744
29.14171364386452
-22.49078844990546
-31.0263625126336
26.52911492695445
-21.98133003780492
117.2792416621897
-38.4708608893181
-20.4385637993452
114.7690226721708
-37.78294189474479
0.863344012094164
114.4419213964475
-38.53804339664669
-45.87911267949512
91.29365523303824
-15.7030691794534
15.06770435988282
112.99488610782
-48.42870624782658
-2.6802371431159
102.3628490319893
-37.68335276336986
-2.6802371431159
102.3628490319893
-37.68335276336986
-9.320732141174688
95.29092689794122
-33.3171844864968
-7.342477965574012
91.47146829762629
-33.25887418334096
-15.96015723895781
83.91236252941563
-32.18343887511843
52.4486127051982
54.58230872677307
-7.230777063994755
-2.768509466790668
83.86182417468787
-43.92057071916794
-27.59568074142642
67.48788330155003
-39.52811503329122
79.59430024340219
89.356733795583
-101.7258118275766
6.266192280996819
68.37853412829207
-66.93136235410702
49.04121179784737
35.48291081720008
-27.89223490504572
-9.680008297806701
61.90309444591851
-58.66666438077456
49.06368997871893
17.10993877251463
1.804874575182451
33.35126783185683
62.96236467421077
-93.43669424810174
52.56194915834756
23.38193427628874
-27.04498239556048
35.85239259608567
61.48311489703816
-94.43865874800944
46.67017356345471
9.188963539049144
-9.090474375039534
49.94350615459123
5.279270593371423
-4.415632224168921
63.59229040461982
-9.241432865258989
16.13120167622488
68.83711049768054
-16.60982792690347
24.26148403886508
49.69391063112851
1.364937455065259
-4.759771743725386
68.75392621848013
-18.07267132035555
22.36523788423546
-15.081721431421
-4.687429146211709
26.11065053439895
-4.826078073804637
-12.09426171624438
34.71387972615514
-5.119291264134866
-13.01077574461486
35.49962593283843
67.81550112826336
-21.58741976121505
18.13388758166217
-16.98939981375695
-7.718409610997733
26.45737886543849
-8.717764722856671
-13.56538872296115
34.34000817431306
-4.717407815123154
-15.16990477729534
35.84452866915791
-13.9915837259642
-12.27598068019725
31.31040418327158
0.798386101791888
-19.28968559118169
35.79690002023344
-16.54872381763855
-13.2154326784494
28.94170997105376
-28.58334265728134
-11.82269918139421
19.03719136762578
-67.26207314898956
-31.7691222997737
98.63687366590744
-29.08238516786588
-14.43158551697794
20.65968891224764
69.92613677228702
-37.49389831431343
11.24704326697487
69.92613677228702
-37.49389831431343
11.24704326697487
-33.61391088633891
3.916784977243239
-34.41063311187666
-25.76078067931662
-19.43933389307599
27.71738243406353
-22.54617872187853
-23.19352698038231
31.65222274660397
-5.252775739925056
-29.90489767726023
37.59743777881546
-19.16272789574138
-25.33960136414603
33.67311307556648
-7.964311961790753
-34.45029211455004
35.09467230180542
-39.64568626406186
-12.04214636827256
-16.20503854701312
-20.01802192001727
-31.75217700469837
28.66284304126734
-0.4730569991549721
105.5158492153085
-39.64177556180123
5.000664071344229
105.0781409278292
-41.43546560717922
-42.37292238677507
74.83725802211914
-21.11030092504683
52.88944040390252
33.10920134515128
20.99051936595073
27.51959833712899
93.87825487463962
-58.90782145420386
56.46040305779609
28.16381571875429
21.23559487033769
-11.06566810810014
76.20387765038657
-41.73502939691276
48.84850759795866
52.57561138301639
-17.2988261183256
57.5188173672065
89.50021652258154
-83.32083632144469
46.484742753849
80.049286515893
-85.3286078549208
55.27320125203072
9.425984039754628
9.842985617991591
-3.648053929698815
54.1361410570941
-70.9140278718088
-3.99684556944981
53.15465250497267
-73.11616604558819
-7.999719684048584
-7.495923127536179
33.12240258614528
69.72431164327791
-19.67771247867409
23.73034626550976
-9.173163655240865
-7.638882200242678
32.37789756607972
-0.6409643129463508
-10.84192678244349
35.28543636160893
51.58837512983741
-2.08611062799427
-6.186448795499153
-9.898102671894589
-9.324978679762895
32.7394395317986
-9.916150603093705
-9.307278115115288
32.66089195348849
-15.84577617889957
-6.217237965048621
26.74510583939094
-19.34917478101121
-6.722674625059308
20.54343459049199
-18.20643512053895
-10.56975602147988
26.24168410251148
0.9684712340480975
-21.33393289381134
35.34138160475823
-67.14348252897193
-31.15576540592589
99.22707632742174
-10.34187832334708
-23.3437178297202
35.28513984570904
-21.52722760343013
-23.84734881080482
32.1626261159894
-17.49305323422598
-26.30005766360377
34.72731126186381
-16.89729653568534
-26.70807087961707
35.37613389647233
-14.31762579298102
-32.91063725225656
33.72277159180227
-27.99684125102315
-25.80254464269227
19.19162972013276
-41.3688503504248
-13.95433271021112
-16.56529855061097
-42.83325216964094
-15.57801550299192
-12.21876996894758
19.56195161186907
98.66709078644695
-49.59115835787424
-7.632722769841783
86.6523936371233
-36.58322255005556
-45.71747617865447
73.82938335627351
-19.43939751302539
-55.82880827193701
70.51883567001192
-14.76332269257739
82.34537200078562
96.8884653342207
-97.21744936825272
59.78477491809723
0.02612328719563663
14.81800101362956
-13.72615319320222
-2.382191097124875
24.97603652791067
-18.55965889841642
-5.79164805230061
21.99048781700663
-68.52167439635861
-32.04995391888116
100.1561150207315
-67.20483555224155
-33.36350654781511
96.39315892058288
-27.23508405943229
-26.2292169994836
25.11982931234862
-20.0352552013083
-31.20938956199713
29.26169510098036
49.27011132338278
31.21401775209045
14.63173308567001
27.28387320552173
84.17306748514693
-65.85245000837969
65.59929808059591
81.56508733711598
-97.6363171828546
-7.79576143991042
65.12149715523441
-55.58539534244229
54.93955359851387
70.73162124007675
-100.5850124621554
6.521647888560948
55.13224955712166
-76.90771990764533
8.086078546182698
50.5375854530491
-80.52942187788298
-7.367599606122436
-10.7813072492993
34.49067750458487
-14.75310423864829
-28.22432458740977
36.85740556440303
9.43595531014252
97.18230441529948
-41.57579347345374
50.45166504136454
79.35810527196
-87.2471198333336
0.4753905005457114
-13.21159092207888
36.20203326592522
-14.97443819266121
-13.66486911084841
30.55997693683919
-68.34379194098385
-31.34137337581018
101.0900071272037
-14.03408232081344
-21.05748720456748
33.42485155413104
69.75722077583789
-35.45286964596038
11.88937994749055
1.243476146820157
-34.23008637264134
36.05584399964913
1.257953224167274
-34.25948709877292
36.0912404983338
-27.96520128724076
-26.15128673621422
19.43783509785974
5.867565508143277
93.60481727281461
-43.40625243410594
-67.94429910048268
-31.69495107490977
99.53983920090731
30.31711908938012
78.45038169364892
-73.44507855622081
-14.40639105326946
-9.796011256364469
29.76242998750028
-2.804666227347045
84.94581686322327
-43.14673445743089
-40.26326760317113
69.67670887188338
-27.30421524515217
17.28630302988434
76.65720600416731
-70.53277764486455
-25.82249437647348
79.5801289718502
-34.46325386598691
-75.47877377330819
-1.819093150899729
97.65040875904397
-69.36669313717246
-18.71582163173699
96.85305909034979
-151.0830049470374
63.73647913922362
-94.23026887048476
-149.8634981694273
64.57791131602458
-95.61240293315171
-155.3584755105247
89.57406614962299
-110.4215877351456
-135.5948420235424
112.53369645035
-60.31739096957079
-118.6579507883255
94.18243389783457
-43.30094318746424
-120.8793981796941
61.16077508775498
-70.38862106646437
-119.2047963183106
106.3915662280717
-45.89736706457377
-110.4792439647249
81.13603106302683
-36.89099964495555
-106.2949375267746
87.30967607647979
-24.17507222781885
-106.5395789248948
84.44520857367769
-27.90771070740587
-105.981217969096
71.9702969814464
-35.30415061362916
-131.5346542530786
147.2831248832962
-68.80709403856495
-103.693437090162
41.69357773137953
-52.64134360592134
-99.55249581681821
59.40442958583498
-32.93433581024522
-112.9147996767461
117.2309584318478
-47.86639853503922
-113.6540165305113
118.5902611981201
-49.96012017958553
-113.3160690185936
117.502264990095
-52.45193050491515
-110.869186210919
115.650729164864
-47.96836337278258
-113.0323082962243
122.748104976232
-51.64381100170804
-89.84357414619068
66.27350804400537
-10.38268228689409
-89.8435741461906
66.27350804400527
-10.38268228689389
-89.1575272664344
49.79505960609722
-20.63788399969256
-88.50844012666339
63.59122927523385
-9.709791450713563
-114.4611203386144
143.3800083476225
-58.4172337467293
-85.26552849148706
32.10000808708252
-27.17357861841976
-81.65476513351204
63.04979207028518
1.143101679923066
-102.4512751244573
116.0197412508145
-41.15164550346808
-108.9844937856148
123.6237274603362
-66.88995219044662
-81.31187248564218
47.54352374815623
-9.994716972088206
-100.8106372624784
115.0845696332559
-40.52326051446455
-82.75213786742471
35.90332554668601
-25.95751769296479
-100.8334072999915
116.8744719119322
-42.27790990031793
-82.24449841320255
30.20501927263597
-30.35546369051
-80.80859879086997
59.98831025425378
-5.451700379782647
-79.83944257153829
64.33400255217801
-0.9215193189872618
-95.69037051489235
106.0005689741478
-32.96879433073679
-81.19853944585239
26.80840330110835
-34.70143829365351
-80.65649911546582
69.59270512964854
-3.929126234989889
-97.97028432527667
123.5181140847575
-36.99305783520021
-80.46374440201484
32.43008851966882
-29.46249727236964
-58.47245453254441
-35.61151660994207
10.78282064067924
-80.51869497151806
23.34190754169561
-38.30045081490266
-96.37212775716546
126.5002050294378
-32.2287218248502
-58.22567769299381
-33.99478562114873
10.92353896551957
-96.92132027619802
118.7350055297985
-42.40810899994343
-96.92144692425549
117.9868780756937
-43.30746333831352
-57.88440209076283
-35.05871189298129
10.8368636902131
-79.58624905393792
72.66329313820654
-4.631190213394801
-95.55677321260458
117.2777128956904
-42.78113763862032
-95.78484562998072
122.5928088068626
-40.8850458980348
-95.30243927333468
121.1628770999202
-38.87985619699561
-78.9482577327675
29.1556483572739
-35.40692907191347
-79.09996278513047
24.28703439687315
-40.58888843084803
-95.11459154384104
119.1428780611905
-43.36982345166483
-78.26343404126381
20.0471763749482
-42.1803138096869
-77.06956556691267
45.44131028892657
-21.65446712184791
-94.42382407848748
124.9019627777185
-40.63651435224016
-76.23389386663901
42.90334740719035
-23.93106070212279
-76.54849552003695
33.32436247648347
-32.55089217347491
-76.01951589181066
48.84009800765276
-19.23368763110576
-78.09947228505733
80.13471596263558
-6.00627378911838
-80.46070588632324
89.53709527277694
-12.86019133447635
-74.64818421322592
51.92545820659794
-15.41364848384132
-78.88047034140848
79.75737854155595
-14.71937754289176
-73.48640145559486
66.25453119674519
-3.777748516924401
-74.36035234957761
31.5915383580181
-34.06676773336515
-77.14961654621963
84.59112123848675
-9.516453937473353
-79.59412075306298
93.93722443097482
-15.37691692841176
-73.96447918379879
71.21033090078359
-5.86282328664374
-72.23171752553223
55.24927677669696
-7.637652788003653
-72.69045396131303
65.07052408282458
-7.029060824008509
-76.35371358840231
87.89982888903157
-10.75749164155087
-71.94817379713079
65.75791747602307
-6.741229872852682
-66.20247701908706
-0.2089602450028989
-28.63776637088611
-69.64965712583719
61.49905602581347
-0.8372749917721048
-71.91488061271413
69.68143591101067
-5.9873641220495
-72.31081010173946
35.3110947457709
-36.12028189001632
-72.39426348169795
74.34150807154408
-7.340098184703193
-70.92585104726992
35.04877384717314
-34.99952971235393
-70.19979629912653
55.2325168940471
-16.3293856117112
-65.93966178259357
58.62409665686592
9.408118543990458
-70.91643974752358
38.7775844684752
-34.47357875368633
-70.91643974752358
38.7775844684752
-34.47357875368633
-69.524285197349
64.13102641467088
-9.953237109641632
-74.76875614266891
90.83015520076515
-18.68177121593129
-69.80772628228901
39.1771584517894
-33.33553335574396
-68.69693561096457
56.82185259621236
-20.29351837914497
-47.48859481726921
-41.50584326592695
17.62261774583706
-74.32035704366275
100.5348222242414
-15.97577453843854
-73.26600838174356
96.98342299524157
-14.98979114072517
-73.996958203842
100.9695482687846
-15.94582507092308
-72.94136634857145
98.66564714610129
-15.20662163132842
-82.83106807743229
138.7278990948751
-50.8979410487062
-64.29260210893256
66.14607951944664
-1.092998959838508
-66.14998345330082
27.24990129787629
-45.54837949162765
-65.7219293484291
38.04145703772747
-36.03218682692725
-65.39046471773274
58.74925500346028
-17.64953543632117
-65.39046471773274
58.74925500346028
-17.64953543632117
-53.12300287709207
-17.70080721784968
-8.789090640611999
-80.78937041332574
135.0079468992427
-49.31494571440362
-80.23792374491042
134.3348667540915
-50.27648927735363
-43.5418142864244
-45.36640752079527
21.94261295246647
-64.29546993063607
61.4228232140502
-16.72461179994997
-51.43575228833096
-19.76295914162666
-7.008430540743954
-51.81465616754978
-17.50288500216404
-8.589475246463323
-69.22999089826835
103.9178036776396
-18.14106651177459
-61.74225491278386
45.67369774375517
-33.97091451553806
-61.55748434269617
69.19973590153327
-10.89435608793201
-77.66728041020069
144.0147743022267
-56.26612865575748
-49.42533962216658
-18.44061976783915
-7.658444678689176
-77.88104060863651
147.1131622430362
-58.16177065478887
-58.110740346929
13.21782968876546
-45.51714782999404
-60.28729967153403
64.90850859298462
-15.56808793318192
-64.6618069857511
96.42497518811332
-18.08259439447703
-64.76126165547953
96.68421296321938
-18.36000971695024
-59.4124592488088
31.33203172001593
-47.36725217523536
-50.88682104666304
-1.052568074760301
-28.0851133824681
-38.08623664333861
-50.07490376935752
26.47472409079548
-57.49824986728086
67.60659157935244
-16.06487369083781
-57.18871068893256
59.18905818611903
-23.61194444338723
-57.28678986103342
67.23478111113845
-16.75073659793253
-70.71255620255079
141.9698179012663
-59.3059487312734
-71.94060917236132
150.0738408321363
-62.34924806046116
-48.07566172236618
-6.302176728388004
-22.34184287678408
-46.00694573774197
-10.00215504072996
-17.36926926146289
-36.1198859932663
-49.19016911862352
28.14232435376847
-33.36296583333883
-61.31568575745667
39.70509213075427
-55.39920176737413
122.5168772924086
-26.48868265980051
-67.23354188490988
152.7993849179188
-66.02060354155476
-52.54222568581006
45.79596599435368
-39.7815613451251
-51.4394373869214
33.5953753952151
-50.83727704094752
-64.02035936148434
145.9181943246414
-63.29137038172301
-51.11737725999755
50.47316471653873
-37.58804532592606
-31.1831785181242
-63.09022440568744
40.79542462876477
-41.8611558528408
-8.629513341159351
-19.91369768484811
-42.30464823507349
-8.413023167682377
-24.02690150043539
-49.4789008834109
60.31571573360248
-29.46405935128919
-59.89103054170476
143.4791415620335
-63.2079679432894
-48.45816133831261
60.83850861138005
-30.17514193087286
-48.35986298243436
63.96422001992119
-25.74408378542353
-48.46373746186205
71.1225871377123
-20.44090823876997
-43.14367187732135
9.485128887158114
-40.32829543331087
-58.67625176192728
143.48521177501
-63.19155823157745
-29.18912401383971
-61.38812296572969
38.86700128686672
-44.50229558928569
42.09862285738735
-47.81718560153887
-28.6730557891854
-63.52765166044987
41.44184546301983
-44.4947596123951
61.60481827980916
-33.38783031061178
-52.25635586027367
145.6354014049009
-66.67628679276588
-43.35690937529979
90.42210229030837
-18.24382480108237
-40.40987054494995
66.81893064755604
-28.97010156601899
-25.71073892891145
-55.85981716834809
32.78871686353334
-36.28476683531431
66.98026048204812
-33.15514455292742
-24.40542549763392
-62.23362767846936
39.04746825789035
-28.03254908753733
-17.93171934808235
23.79701120581401
-23.94481635508229
-64.86312463352404
42.57858435012685
-24.20501368692186
-61.86238468701753
39.3648329920591
-28.13561122768063
-15.26129034468859
22.81785341867647
-30.90788997251745
44.54307214762073
-56.5533331060005
-25.52304414410709
-30.90506014397423
21.21677960865869
-22.69304706818147
-60.73723001253723
38.66640250276394
-26.52960489287783
-6.407099380685062
12.51601984134249
-22.14558566088132
-64.79992859763765
42.0539528173306
-24.91636075423059
-22.24412755993381
29.26368299570121
-22.24169345327597
-58.08991084841706
34.98082691220883
-25.581665334184
-4.703900736398148
10.52679691841136
-33.44658717974504
118.5191713772582
-36.51347055020658
-24.55878454496492
-23.40550892731969
31.72821530003718
-25.26098225606026
-7.012349844934374
13.44560686221029
-21.83767159840997
-57.94968818754982
34.78252845231238
-32.28692098917756
117.3964012726511
-35.02783219486825
-21.61015333149316
-55.58119229118375
31.4584703251211
-21.24141384738294
-61.50378077568878
38.78683506233094
-26.66035959009032
57.62566199532097
-48.72103415873641
-25.88204662099089
54.62670434831661
-51.27979302069516
-21.00623428270301
-55.69900139528082
32.35097315692116
-20.74455434039685
-61.40399399325443
38.84361021558244
-24.82093358613934
47.98597222343223
-57.60565859847973
-24.73712666226144
54.92819597993066
-52.38999416725056
-22.5247505827933
-9.432973906104408
20.19572764232324
-20.02915205246471
-51.70385464866312
29.3312591738435
-22.27646953360481
-2.656631376864961
7.736806798357539
-22.01988434911344
-9.365036299878422
20.39724437315869
-21.16317780756822
53.31212529870215
-57.38957768014708
-21.06705386224689
-0.4932867020137676
5.37657942254891
-21.2882537507566
56.17147658829643
-53.99863626875789
-23.1138267238139
81.72751047873963
-27.38394307717299
-19.21314484311704
70.01471530911445
-42.80002463907996
-19.20189269622277
70.32752485033062
-43.29971268216408
-15.61206042658596
15.84122652242514
-50.06564488157399
-16.7592205152005
49.97416682760716
-61.11243471665657
-16.93867453605444
-61.63811849068617
38.74099385604315
-17.44142288353275
-0.1607670019904004
9.278409623134483
-16.19104034286017
-61.57594109393877
39.0158371287126
-13.51677936122794
56.46931438317134
-62.40187598180366
-15.3931824683139
69.7635536382229
-46.59523909541934
-17.26295980095098
82.8178477791283
-32.37181276875166
-13.28491099146758
59.06511956427288
-58.52792472397356
-17.92552092584505
115.5807794792116
-38.18291270006203
-15.68565265855843
-60.50004287336758
37.45000008373641
-13.97870060346243
69.61164984006358
-48.16202231512686
-17.01171406468785
113.616702386395
-35.98606802359782
-15.09260442517053
-60.55067833354185
37.27542706420488
-16.20476056852011
118.4634711641958
-39.19846521348612
-15.84349761944609
123.3439025226291
-41.43437239683819
-9.521844102548835
20.83662877187657
-54.75964992658251
-15.68293435381953
119.0038482501567
-39.53544436372955
-15.37887063532546
114.9141588919229
-38.21155779840551
-15.21486055071286
109.8478839918449
-35.67297751816974
-14.96785683805574
116.0294710779262
-38.7429584210747
-8.909805195228698
51.34938828485746
-68.74437638852683
-14.37681044602957
-58.95864471491456
35.43965444104369
-11.32098395573952
68.71877309107678
-51.19940334838095
-15.71686648047239
-2.962948072898244
24.16638493304653
-14.19839045171007
-59.09133240514288
35.52812845327709
-14.06659361261145
-58.5789058514259
34.93498437303859
-14.07452939507367
-58.54743854706174
34.9707030769162
-13.92897612585414
114.6903742412794
-37.8201434639472
-14.04950919121843
116.8310671934722
-38.90002482562891
-13.45874125558799
105.300657626593
-34.82094464956729
-12.95844100277492
122.84334267349
-42.15507262693853
-12.72796559590742
124.2049705289887
-42.88488545066534
-12.64047931520224
120.0595133968487
-41.05594891380091
-14.87850157642669
-21.10081291065807
33.45811473011712
-12.49627808812024
108.85891918012
-36.56605290304754
-5.610380789573099
28.58172987973971
-64.90175759125884
-10.98443045879372
82.18351475623511
-37.03959272083036
-7.314243161196747
60.79747843385507
-60.12225383440188
-11.74337452364583
107.1806605655544
-36.07795533239923
-11.85378321829301
113.3875709313505
-37.96480320423787
-11.19150971954031
109.8364361863379
-37.62203006893667
-10.81653429444163
125.6489876721477
-44.07823370398057
-10.63089130355565
126.8977287088963
-44.50586878718531
-4.472372819946214
22.89936454274989
-58.04758460404583
-9.873405709060762
111.0321928561815
-37.74274306161402
-8.808124969628798
140.4186115249769
-55.41020227251251
-9.575518300369128
119.8747921937686
-41.22836275813511
-9.606023430435677
98.94679709540885
-33.69621391145456
-9.606023430435677
98.94679709540893
-33.69621391145465
-9.623834630793588
106.7262115694025
-36.11843553196982
-3.709161576052698
57.42832947133789
-66.07579948516428
-9.25307289547416
102.718718654339
-34.81182514810847
-9.240752447364448
111.1500173451619
-37.53757047002479
-9.174977726504755
125.1791642264366
-42.59836727099863
-8.90823375896669
122.9957272755112
-42.16549780370374
-12.96309989367142
-19.18116428665803
32.32535768978124
-8.674583756180748
102.9295223771077
-34.85312749367365
-5.70764377135858
75.63493386260383
-49.50439403748231
-8.123168916235894
125.6812033736615
-45.12979750802261
-8.330169627320734
111.353428017351
-38.43376122327393
-7.839795242429
123.5697810183294
-44.673392289955
-2.467342918262878
21.2774515741783
-57.29642417213552
-4.236802663845657
68.90182609177427
-56.303735209522
-7.859826849428376
116.1777213988284
-40.421236893978
-7.621672039543346
127.6743079907496
-45.60517544614129
-8.066254326460113
97.21498422649954
-33.55325979332057
-7.986973954017365
97.21052395203232
-33.56348291303176
-8.009282727412986
115.4772557532856
-38.33634523968068
-7.490836411172596
122.6248250712076
-41.629456238442
-12.51895037390059
-10.86996902041652
31.82490466400527
-6.603682661170111
126.1716668249868
-45.72174162804887
-7.001479748419621
111.232027002273
-38.04897346258237
-6.456310317711478
116.6212662885431
-40.91742810567759
-6.456310317711526
116.6212662885428
-40.91742810567727
-12.19541391828929
-23.54622199917658
35.69537617393836
0.1703499372139672
30.52647622916781
-67.11493708127848
-6.247592554375198
112.852502770351
-38.46461297201731
-11.90330950846648
-8.726233134497274
31.79696442976974
-5.102615811863126
127.3617845514971
-47.12521549748312
-11.83021946016798
-14.66860809324331
33.17476980585027
-11.46130226550777
-3.405881913712555
28.06770118819778
7.003835561179562
98.54503694802075
-91.53831545907521
-11.74213841749819
-22.53144129710127
34.76777285983947
-5.619139885459096
104.2189728466419
-36.74029056730711
-5.619139885459073
104.218972846642
-36.74029056730723
-5.269998721866702
115.6452727337417
-40.55265690964471
-0.3919874639695902
19.4610830544516
-53.55834778109134
-1.974104732339518
74.88800020396681
-51.19257763029887
-5.120264448623674
97.86114920156145
-34.63567950366461
-4.347871660970982
99.23044278600688
-36.34084233344103
-0.05827472156808135
70.1121837329358
-58.84685825639696
-11.03819834426781
-7.815662066435444
31.65986941657221
-3.17244358684186
128.4185203966049
-47.83064216329556
-10.02605704401706
-61.27906525299294
37.52268494596911
-2.819216850294669
129.4640253185903
-48.44643487189839
2.525662588630349
27.78973907863677
-63.94773402912747
-10.61256269781597
-10.7358692553957
33.03223468403439
5.198140471379341
49.3183653923743
-81.94765268084267
2.827537541757572
24.85133922501037
-59.83312040591749
2.774570088814477
24.8193588968357
-59.65643318999829
-0.5491360580585914
79.79490754175254
-48.40607193140539
-3.192902707850143
94.14814739800161
-33.86430032510024
-2.627130674696855
116.7777806072831
-40.77623110350339
-1.396849780449336
130.6298683175144
-51.85407320531124
-1.163634747058912
129.8184439579237
-49.12465965516618
-9.385237974314034
-35.94752927410851
33.04347747299508
2.367169530295246
72.38592525999957
-57.99923864980229
-1.630793401580862
98.93588409745277
-35.80956292240667
-1.788903776025687
93.14624958165312
-33.04048508127838
-0.2051463075176848
129.1956959486657
-48.87869784370895
-0.1972088901605927
129.4824661605552
-49.31870401397136
0.3793544316098196
130.5110139673393
-49.9652502328184
-0.8338019950911945
113.455153849742
-36.92320638826995
-8.086703907463063
